Date,Close
1993-01-29,24.175382614135742
1993-02-01,24.34732437133789
1993-02-02,24.3989200592041
1993-02-03,24.656822204589844
1993-02-04,24.759984970092773
1993-02-05,24.742801666259766
1993-02-08,24.742801666259766
1993-02-09,24.57085418701172
1993-02-10,24.605249404907227
1993-02-11,24.725605010986328
1993-02-12,24.53647232055664
1993-02-16,23.917470932006836
1993-02-17,23.900278091430664
1993-02-18,23.883081436157227
1993-02-19,23.969039916992188
1993-02-22,24.05501937866211
1993-02-23,24.037830352783203
1993-02-24,24.34732437133789
1993-02-25,24.3989200592041
1993-02-26,24.43330955505371
1993-03-01,24.364513397216797
1993-03-02,24.725605010986328
1993-03-03,24.828763961791992
1993-03-04,24.691207885742188
1993-03-05,24.6224422454834
1993-03-08,25.172664642333984
1993-03-09,25.086687088012695
1993-03-10,25.138263702392578
1993-03-11,25.06949806213379
1993-03-12,24.811582565307617
1993-03-15,24.93193817138672
1993-03-16,24.93193817138672
1993-03-17,24.777185440063477
1993-03-18,24.93193817138672
1993-03-19,24.894207000732422
1993-03-22,24.75598907470703
1993-03-23,24.80782127380371
1993-03-24,24.80782127380371
1993-03-25,24.96332359313965
1993-03-26,24.825101852416992
1993-03-29,24.92876434326172
1993-03-30,24.99785804748535
1993-03-31,24.9805850982666
1993-04-01,24.894207000732422
1993-04-02,24.375932693481445
1993-04-05,24.496854782104492
1993-04-06,24.427764892578125
1993-04-07,24.514148712158203
1993-04-08,24.479583740234375
1993-04-12,24.825101852416992
1993-04-13,24.876924514770508
1993-04-14,24.842384338378906
1993-04-15,24.842384338378906
1993-04-16,24.842384338378906
1993-04-19,24.73872947692871
1993-04-20,24.61778450012207
1993-04-21,24.60052490234375
1993-04-22,24.289560317993164
1993-04-23,24.185901641845703
1993-04-26,23.995880126953125
1993-04-27,24.2550048828125
1993-04-28,24.20318603515625
1993-04-29,24.306838989257812
1993-04-30,24.341386795043945
1993-05-03,24.496854782104492
1993-05-04,24.583250045776367
1993-05-05,24.6523494720459
1993-05-06,24.565963745117188
1993-05-07,24.514148712158203
1993-05-10,24.565963745117188
1993-05-11,24.669633865356445
1993-05-12,24.63507843017578
1993-05-13,24.341386795043945
1993-05-14,24.324111938476562
1993-05-17,24.41048812866211
1993-05-18,24.39321517944336
1993-05-19,24.894207000732422
1993-05-20,24.96332359313965
1993-05-21,24.73872947692871
