Date,Close
2000-05-12,14.128240585327148
2000-05-15,13.948831558227539
2000-05-16,14.217942237854004
2000-05-17,13.948831558227539
2000-05-18,13.814271926879883
2000-05-19,13.859132766723633
2000-05-22,12.513581275939941
2000-05-23,12.82754135131836
2000-05-24,12.692989349365234
2000-05-25,12.82754135131836
2000-05-26,12.154769897460938
2000-05-30,12.872393608093262
2000-05-31,13.814271926879883
2000-06-01,13.76942253112793
2000-06-02,14.711307525634766
2000-06-05,15.070119857788086
2000-06-06,14.890714645385742
2000-06-07,15.249528884887695
2000-06-08,14.531905174255371
2000-06-09,15.877448081970215
2000-06-12,15.787744522094727
2000-06-13,15.15982437133789
2000-06-14,15.518640518188477
2000-06-15,14.352496147155762
2000-06-16,13.993683815002441
2000-06-19,14.128240585327148
2000-06-20,14.801013946533203
2000-06-21,14.621604919433594
2000-06-22,14.44219970703125
2000-06-23,14.531905174255371
2000-06-26,14.890714645385742
2000-06-27,14.935562133789062
2000-06-28,15.20467472076416
2000-06-29,15.025267601013184
2000-06-30,15.070119857788086
2000-07-03,15.563488006591797
2000-07-05,15.339228630065918
2000-07-06,15.339228630065918
2000-07-07,15.787744522094727
2000-07-10,15.6083402633667
2000-07-11,15.070119857788086
2000-07-12,15.473784446716309
2000-07-13,15.742894172668457
2000-07-14,15.249528884887695
2000-07-17,15.428935050964355
2000-07-18,14.98041820526123
2000-07-19,14.845863342285156
2000-07-20,14.621604919433594
2000-07-21,14.711307525634766
2000-07-24,13.993683815002441
2000-07-25,14.038534164428711
2000-07-26,13.948831558227539
2000-07-27,13.634871482849121
2000-07-28,12.872393608093262
2000-07-31,13.231206893920898
2000-08-01,13.455464363098145
2000-08-02,13.545169830322266
2000-08-03,13.545169830322266
2000-08-04,13.36575984954834
2000-08-07,12.917248725891113
2000-08-08,12.468730926513672
2000-08-09,13.276060104370117
2000-08-10,13.76942253112793
2000-08-11,13.545169830322266
2000-08-14,13.948831558227539
2000-08-15,13.814271926879883
2000-08-16,14.307646751403809
2000-08-17,14.57675838470459
2000-08-18,13.634871482849121
2000-08-21,13.679728507995605
2000-08-22,13.993683815002441
2000-08-23,13.500314712524414
2000-08-24,13.72457504272461
2000-08-25,13.634871482849121
2000-08-28,14.128240585327148
2000-08-29,14.217942237854004
2000-08-30,14.217942237854004
2000-08-31,13.455464363098145
2000-09-01,13.500314712524414
2000-09-05,13.231206893920898
2000-09-06,12.82754135131836
2000-09-07,12.55843448638916
2000-09-08,12.379027366638184
2000-09-11,12.513581275939941
2000-09-12,12.55843448638916
2000-09-13,12.379027366638184
2000-09-14,12.379027366638184
2000-09-15,12.109920501708984
2000-09-18,10.764371871948242
2000-09-19,10.854074478149414
2000-09-20,11.392292976379395
2000-09-21,11.03348159790039
2000-09-22,10.584964752197266
2000-09-25,10.943778038024902
2000-09-26,11.123184204101562
2000-09-27,11.347441673278809
2000-09-28,11.706254005432129
2000-09-29,11.751106262207031
2000-10-02,10.988630294799805
2000-10-03,10.988630294799805
2000-10-04,11.302591323852539
2000-10-05,11.347441673278809
2000-10-06,11.392292976379395
2000-10-09,10.764371871948242
2000-10-10,10.988630294799805
2000-10-11,10.450409889221191
2000-10-12,9.867340087890625
2000-10-13,10.046745300292969
2000-10-16,10.046745300292969
2000-10-17,9.553380966186523
2000-10-18,9.508530616760254
2000-10-19,9.822490692138672
2000-10-20,10.450409889221191
2000-10-23,10.36070728302002
2000-10-24,10.36070728302002
2000-10-25,9.95704460144043
2000-10-26,9.822490692138672
2000-10-27,9.687933921813965
2000-10-30,9.463678359985352
2000-10-31,9.822490692138672
2000-11-01,10.271005630493164
2000-11-02,10.719522476196289
2000-11-03,10.898926734924316
2000-11-06,10.764371871948242
2000-11-07,10.584964752197266
2000-11-08,10.405559539794922
2000-11-09,10.674668312072754
